Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,03/30/2026,"APPLE.COM/BILL 866-712-7753 CA               03/28",-8.55,DEBIT_CARD,23446.23,,
DEBIT,03/30/2026,"CHEWY.COM 786-320-7111 FL                    03/28",-59.96,DEBIT_CARD,23454.78,,
DEBIT,03/30/2026,"Amazon.com*BG95O7CY1 Amzn.com/bill WA        03/28",-340.21,DEBIT_CARD,23514.74,,
DEBIT,03/30/2026,"LJS #70014 https://prod. PA                  03/27",-63.82,DEBIT_CARD,23854.95,,
DEBIT,03/30/2026,"AMAZON MKTPL*B53OL39 Amzn.com/bill WA        03/27",-23.51,DEBIT_CARD,23918.77,,
CREDIT,03/30/2026,"FEDWIRE CREDIT VIA: WELLS FARGO BANK, N.A./121000248 B/O: 1/ADAM BURSEY 3/US/BRIDGEVILLE,15017 2079,PA REF: CHASE NYC/CTR/BNF=ANN BURSEY OR ADAM DREW BURSEY BRIDGEVILLE PA 15017- 2079 US/AC-000009760616 RFB=NOTPROV IDED BBI=/CHGS/USD0,00/CHGS/USD0,00/ACC/9 76061674765 1/ADAM BURSEY 2/CELEBRA TION CIRCLE,1 IMAD: 0330I1B7033R008427 TRN: 0518481089FF",16207.14,WIRE_INCOMING,23942.28,,
DEBIT,03/27/2026,"APPLE.COM/BILL 866-712-7753 CA               03/27",-28.42,DEBIT_CARD,7735.14,,
DEBIT,03/27/2026,"TROPICAL SMOOTHIE CAFE 312-5432155 PA        03/26",-12.50,DEBIT_CARD,7763.56,,
DEBIT,03/27/2026,"CVS/PHARMACY #03999 CARNEGIE PA              03/26",-5.29,DEBIT_CARD,7776.06,,
DEBIT,03/27/2026,"PITTSBURGH MOBILE VE WWW.PGHMOBILE PA        03/26",-472.36,DEBIT_CARD,7781.35,,
DEBIT,03/27/2026,"APPLE.COM/BILL 866-712-7753 CA               03/26",-21.39,DEBIT_CARD,8253.71,,
DEBIT,03/27/2026,"GOOGLE *Google One 855-836-3987 CA           03/27",-26.74,DEBIT_CARD,8275.10,,
CREDIT,03/27/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",4003.64,ACH_CREDIT,8301.84,,
DEBIT,03/26/2026,"PENNSYLVANIA-AME PAYMENT                    PPD ID: 7251008096",-156.30,ACH_DEBIT,4298.20,,
DEBIT,03/26/2026,"SOUTH FAYETTE MA PAYMENTS   0001006617.2    WEB ID: 1251250775",-164.64,ACH_DEBIT,4454.50,,
DEBIT,03/26/2026,"Amazon.com*B53PM5T10 Amzn.com/bill WA        03/26",-192.59,DEBIT_CARD,4619.14,,
DEBIT,03/26/2026,"DNH*GODADDY 480-505-8855 AZ                  03/25",-42.19,DEBIT_CARD,4811.73,,
DEBIT,03/25/2026,"ATM WITHDRAWAL                       000047  03/251163 WASH",-1095.00,ATM,4853.92,,
CHECK,03/25/2026,"CHECK 1803  ",-169.60,CHECK_PAID,5948.92,1803,
DEBIT,03/25/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            03/24",-115.91,DEBIT_CARD,6118.52,,
DEBIT,03/25/2026,"AT *HIST SOC W PA 412-454-6000 PA            03/24",-50.00,DEBIT_CARD,6234.43,,
CREDIT,03/25/2026,"Online Transfer from CHK ...5269 transaction#: 28567046191",52.00,ACCT_XFER,6284.43,,
DEBIT,03/24/2026,"PEOPLES NATURAL  GAS BILL                   PPD ID: 9849096001",-213.32,ACH_DEBIT,6232.43,,
DEBIT,03/24/2026,"EARNEST NRI MO   AUTOPAY                    PPD ID: H431261525",-753.49,ACH_DEBIT,6445.75,,
DEBIT,03/24/2026,"PEACE WITHIN THE MIN support@simpl PA        03/23",-20.00,DEBIT_CARD,7199.24,,
DEBIT,03/24/2026,"BJ'S FUEL #9388 BRIDGEVILLE PA               03/23",-100.94,DEBIT_CARD,7219.24,,
DEBIT,03/24/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             03/23",-402.57,DEBIT_CARD,7320.18,,
DEBIT,03/24/2026,"AMAZON MKTPL*B53O50A Amzn.com/bill WA        03/24",-14.83,DEBIT_CARD,7722.75,,
DEBIT,03/24/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            03/23",-14.97,DEBIT_CARD,7737.58,,
DEBIT,03/24/2026,"AMAZON MKTPL*BG7UP65 Amzn.com/bill WA        03/24",-120.84,DEBIT_CARD,7752.55,,
CREDIT,03/23/2026,"INTEREST PAYMENT",0.08,MISC_CREDIT,7873.39,,
DEBIT,03/23/2026,"PAYPAL           INST XFER  ADOBE INC ADOBE WEB ID: PAYPALSI77",-42.39,ACH_DEBIT,7873.31,,
DEBIT,03/23/2026,"Online Transfer to CHK ...5269 transaction#: 28540937746 03/23",-125.00,ACCT_XFER,7915.70,,
CHECK,03/23/2026,"CHECK 1805  ",-100.00,CHECK_PAID,8040.70,1805,
CHECK,03/23/2026,"CHECK 1802  ",-100.00,CHECK_PAID,8140.70,1802,
CHECK,03/23/2026,"CHECK 1806  ",-10.00,CHECK_PAID,8240.70,1806,
CHECK,03/23/2026,"CHECK 1808  ",-10.00,CHECK_PAID,8250.70,1808,
CHECK,03/23/2026,"CHECK 1809  ",-13.00,CHECK_PAID,8260.70,1809,
DEBIT,03/23/2026,"Online Transfer to GMR ...3259 transaction#: 28539849082 03/23",-25.00,ACCT_XFER,8273.70,,
DEBIT,03/23/2026,"Online Transfer to CHK ...5269 transaction#: 28539832680 03/23",-25.00,ACCT_XFER,8298.70,,
DEBIT,03/23/2026,"Online Transfer to  CHK ...1108 transaction#: 28452681443 03/23",-40.00,ACCT_XFER,8323.70,,
DEBIT,03/23/2026,"CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224",-76.73,ACH_DEBIT,8363.70,,
DEBIT,03/23/2026,"UBER * EATS PENDING SAN FRANCISCO CA         03/22",-242.12,DEBIT_CARD,8440.43,,
DEBIT,03/23/2026,"Online Transfer to SAV ...9301 transaction#: 28531871873 03/23",-20000.00,ACCT_XFER,8682.55,,
DEBIT,03/23/2026,"GOOGLE *DesktopShipp g.co/helppay# CA        03/22",-57.94,DEBIT_CARD,28682.55,,
DEBIT,03/23/2026,"NON-CHASE ATM WITHDRAW               002907  03/224000 VICT",-123.25,ATM,28740.49,,
DEBIT,03/23/2026,"BJS.COM EXP 800-257-2582 MA                  03/22",-88.99,DEBIT_CARD,28863.74,,
DEBIT,03/23/2026,"OFFICE DEPOT #100 BETHEL PARK PA             03/21",-71.33,DEBIT_CARD,28952.73,,
DEBIT,03/23/2026,"ATT              PAYMENT                    PPD ID: 9864031004",-350.19,MISC_DEBIT,29024.06,,
DEBIT,03/23/2026,"TRACTOR SUPPLY   ONLINE PMT 631962641551371 WEB ID: CITICTP",-856.95,ACH_DEBIT,29374.25,,
DEBIT,03/23/2026,"UBER   *EATS HELP.UBER.COM CA                03/21",-181.50,DEBIT_CARD,30231.20,,
DEBIT,03/23/2026,"ROBINSON ANIMAL HOSPI MCKEES ROCKS PA        03/20",-55.40,DEBIT_CARD,30412.70,,
DEBIT,03/23/2026,"DANDYS WORL 646-827-0015 NY                  03/20",-87.74,DEBIT_CARD,30468.10,,
DEBIT,03/23/2026,"Amazon.com*BG9CB1CX2 Amzn.com/bill WA        03/21",-35.36,DEBIT_CARD,30555.84,,
DEBIT,03/23/2026,"AMAZON MKTPL*BD1280X Amzn.com/bill WA        03/21",-56.38,DEBIT_CARD,30591.20,,
CREDIT,03/23/2026,"Online Transfer from CHK ...0459 transaction#: 28540525822",160.00,ACCT_XFER,30647.58,,
DEBIT,03/20/2026,"MICROSOFT*STORE REDMOND WA                   03/21",-17.64,DEBIT_CARD,30487.58,,
DEBIT,03/20/2026,"VENMO *Giovanni Romeo New York NY            03/20",-615.00,DEBIT_CARD,30505.22,,
DEBIT,03/20/2026,"ADVS ED SERV PPD STUDNTLOAN                 PPD ID: 9102001101",-660.76,ACH_DEBIT,31120.22,,
DEBIT,03/20/2026,"AMAZON MKTPL*B57DO7I Amzn.com/bill WA        03/20",-35.11,DEBIT_CARD,31780.98,,
CREDIT,03/20/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",27710.28,ACH_CREDIT,31816.09,,
DEBIT,03/19/2026,"Netflix.com netflix.com CA                   03/19",-26.74,DEBIT_CARD,4105.81,,
DEBIT,03/19/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             03/18",-234.40,DEBIT_CARD,4132.55,,
DEBIT,03/19/2026,"PITTSBURGH MOBILE VE WWW.PGHMOBILE PA        03/18",-78.00,DEBIT_CARD,4366.95,,
DEBIT,03/19/2026,"SHANTI BLISS WELLNES WWW.SHANTIBLI PA        03/18",-20.00,DEBIT_CARD,4444.95,,
CREDIT,03/19/2026,"Online Transfer from CHK ...4072 transaction#: 28494618518",27.06,ACCT_XFER,4464.95,,
DEBIT,03/18/2026,"APPLE.COM/BILL 866-712-7753 CA               03/18",-34.21,DEBIT_CARD,4437.89,,
DEBIT,03/17/2026,"CONNECTED HEALTH WWW.CONNECTED PA            03/17",-477.00,DEBIT_CARD,4472.10,,
DEBIT,03/17/2026,"Pet Supplies Plus 0226 Bridgeville PA        03/16",-118.04,DEBIT_CARD,4949.10,,
DEBIT,03/17/2026,"APPLE.COM/BILL 866-712-7753 CA               03/16",-10.69,DEBIT_CARD,5067.14,,
DEBIT,03/17/2026,"CAREMARK MAIL 888-892-7227 IL                03/16",-68.11,DEBIT_CARD,5077.83,,
DEBIT,03/17/2026,"ST CLAIR ORTHOPEDIC ASS PITTSBURGH PA        03/16",-30.00,DEBIT_CARD,5145.94,,
DEBIT,03/17/2026,"Model Cleaners Plant 724-4899553 PA          03/16",-77.27,DEBIT_CARD,5175.94,,
CREDIT,03/17/2026,"Online Transfer from SAV ...9301 transaction#: 28468176523",4000.00,ACCT_XFER,5253.21,,
DEBIT,03/16/2026,"PAYPAL           INST XFER  TRADERJACKS     WEB ID: PAYPALSI77",-60.00,ACH_DEBIT,1253.21,,
DEBIT,03/16/2026,"PAYPAL           INST XFER  TRADERJACKS     WEB ID: PAYPALSI77",-140.00,ACH_DEBIT,1313.21,,
DEBIT,03/16/2026,"NEWREZ-SHELLPOIN ACH PMT                    PPD ID: 6371542226",-2100.57,ACH_DEBIT,1453.21,,
DEBIT,03/16/2026,"PEACE WITHIN THE MIN support@simpl PA        03/16",-20.00,DEBIT_CARD,3553.78,,
DEBIT,03/16/2026,"CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224",-193.00,ACH_DEBIT,3573.78,,
DEBIT,03/16/2026,"Online Transfer to  CHK ...1108 transaction#: 28363633915 03/16",-40.00,ACCT_XFER,3766.78,,
DEBIT,03/16/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             03/15",-85.85,DEBIT_CARD,3806.78,,
DEBIT,03/16/2026,"APPLE.COM/BILL 866-712-7753 CA               03/15",-26.73,DEBIT_CARD,3892.63,,
DEBIT,03/16/2026,"CHEWY.COM 786-320-7111 FL                    03/15",-59.96,DEBIT_CARD,3919.36,,
DEBIT,03/16/2026,"APPLE.COM/BILL 866-712-7753 CA               03/14",-21.04,DEBIT_CARD,3979.32,,
DEBIT,03/16/2026,"LOWES #01200* PITTSBURGH PA                  03/13",-272.00,DEBIT_CARD,4000.36,,
DEBIT,03/16/2026,"COSTCO WHSE #0332 PITTSBURGH PA              03/13",-2.97,DEBIT_CARD,4272.36,,
DEBIT,03/16/2026,"COSTCO WHSE #0332 PITTSBURGH PA              03/13",-200.95,DEBIT_CARD,4275.33,,
DEBIT,03/16/2026,"AMFAM INSURANCE PX7 800-535-2001 WI          03/13",-321.80,DEBIT_CARD,4476.28,,
DEBIT,03/13/2026,"BJS WHOLESALE #3 4000 BRIDGEVILLE PA 363712  03/13",-40.02,DEBIT_CARD,4798.08,,
DEBIT,03/13/2026,"APPLE.COM/BILL 866-712-7753 CA               03/13",-34.23,DEBIT_CARD,4838.10,,
DEBIT,03/13/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            03/12",-240.15,DEBIT_CARD,4872.33,,
DEBIT,03/13/2026,"PA DRIVER & VEHICLE MICHAPATTE@PA PA         03/12",-283.00,DEBIT_CARD,5112.48,,
DEBIT,03/13/2026,"WM.COM 866-909-4458 TX                       03/12",-13.77,DEBIT_CARD,5395.48,,
DEBIT,03/13/2026,"ECSI HEARTLAND ECSI PA 888-5493274 PA        03/12",-12.30,DEBIT_CARD,5409.25,,
DEBIT,03/13/2026,"GOOGLE *YouTubePremi g.co/helppay# CA        03/12",-24.60,DEBIT_CARD,5421.55,,
DEBIT,03/13/2026,"APPLE.COM/BILL 866-712-7753 CA               03/12",-3.20,DEBIT_CARD,5446.15,,
CREDIT,03/13/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",398.70,ACH_CREDIT,5449.35,,
CREDIT,03/13/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",3512.72,ACH_CREDIT,5050.65,,
DEBIT,03/12/2026,"MICROSOFT*REALMS JAVA REDMOND WA             03/12",-8.55,DEBIT_CARD,1537.93,,
DEBIT,03/12/2026,"MICROSOFT*REALMS JAVA REDMOND WA             03/12",-8.55,DEBIT_CARD,1546.48,,
DEBIT,03/12/2026,"APPLE.COM/BILL 866-712-7753 CA               03/11",-10.69,DEBIT_CARD,1555.03,,
DEBIT,03/12/2026,"DNH*GODADDY 480-505-8855 AZ                  03/11",-52.98,DEBIT_CARD,1565.72,,
DEBIT,03/11/2026,"Online Payment 27968852899 To Washington Financial Bank 03/11",-6345.06,BILLPAY,1618.70,,
DEBIT,03/11/2026,"APPLE.COM/BILL 866-712-7753 CA               03/11",-53.49,DEBIT_CARD,7963.76,,
DEBIT,03/11/2026,"CONNECTED HEALTH WWW.CONNECTED PA            03/11",-240.00,DEBIT_CARD,8017.25,,
DEBIT,03/11/2026,"BJ'S FUEL #9388 BRIDGEVILLE PA               03/10",-67.59,DEBIT_CARD,8257.25,,
DEBIT,03/11/2026,"CONNECTED HEALTH PHARM 724-9334320 PA        03/10",-52.00,DEBIT_CARD,8324.84,,
DEBIT,03/10/2026,"SELECTBLINDS, LLC CHANDLER AZ                03/10",-194.83,DEBIT_CARD,8376.84,,
DEBIT,03/10/2026,"PAYPAL           INST XFER  STEAM GAMES     WEB ID: PAYPALSI77",-1.72,ACH_DEBIT,8571.67,,
DEBIT,03/10/2026,"SHANTI BLISS WELLNES WWW.SHANTIBLI PA        03/10",-20.00,DEBIT_CARD,8573.39,,
DEBIT,03/10/2026,"SOLAR SERVICING  SURE PAY                   PPD ID: CSCSM67178",-220.80,ACH_DEBIT,8593.39,,
DEBIT,03/10/2026,"AMAZON MKTPL*BD0OF6L Amzn.com/bill WA        03/09",-29.20,DEBIT_CARD,8814.19,,
DEBIT,03/10/2026,"NATIONAL AVIARY PITTSBURGH PA                03/09",-7.00,DEBIT_CARD,8843.39,,
DEBIT,03/10/2026,"NATIONAL AVIARY - ECO 412-323-7235 PA        03/09",-70.00,DEBIT_CARD,8850.39,,
DEBIT,03/10/2026,"AMAZON MKTPL*BD3Q19F Amzn.com/bill WA        03/09",-20.66,DEBIT_CARD,8920.39,,
DEBIT,03/10/2026,"AMAZON MKTPL*BE13529 Amzn.com/bill WA        03/10",-50.35,DEBIT_CARD,8941.05,,
DEBIT,03/10/2026,"AMAZON MKTPL*BP5DX9E Amzn.com/bill WA        03/10",-50.35,DEBIT_CARD,8991.40,,
DEBIT,03/09/2026,"CVS/PHARMACY #03999 CARNEGIE PA              03/09",-6.09,DEBIT_CARD,9041.75,,
DEBIT,03/09/2026,"PEACE WITHIN THE MIN support@simpl PA        03/09",-20.00,DEBIT_CARD,9047.84,,
DEBIT,03/09/2026,"Online Transfer to  CHK ...1108 transaction#: 28281040157 03/09",-40.00,ACCT_XFER,9067.84,,
DEBIT,03/09/2026,"PAYPAL           INST XFER  PATREON  MEMBER WEB ID: PAYPALSI77",-8.46,ACH_DEBIT,9107.84,,
DEBIT,03/09/2026,"COMCAST-XFINITY  CABLE SVCS                 PPD ID: 0000213249",-40.00,ACH_DEBIT,9116.30,,
DEBIT,03/09/2026,"PAYPAL           INST XFER  MEDIUM.COM      WEB ID: PAYPALSI77",-50.00,ACH_DEBIT,9156.30,,
DEBIT,03/09/2026,"BMWFINANCIAL SVS BMWFS PYMT                 PPD ID: 1222568977",-760.30,ACH_DEBIT,9206.30,,
DEBIT,03/09/2026,"BJS.COM EXP 800-257-2582 MA                  03/08",-170.19,DEBIT_CARD,9966.60,,
DEBIT,03/09/2026,"MARKET DISTRICT #0014 BETHEL PARK PA         03/08",-456.49,DEBIT_CARD,10136.79,,
DEBIT,03/09/2026,"UBR* PENDING.UBER.CO SAN FRANCISCO CA        03/07",-39.93,DEBIT_CARD,10593.28,,
DEBIT,03/09/2026,"UBER   *EATS HELP.UBER.COM CA                03/08",-165.80,DEBIT_CARD,10633.21,,
DEBIT,03/09/2026,"CVS/PHARMACY #03999 CARNEGIE PA              03/07",-5.43,DEBIT_CARD,10799.01,,
DEBIT,03/09/2026,"GM Financial     GMF Pymt                   PPD ID: I522190781",-1487.10,ACH_DEBIT,10804.44,,
DEBIT,03/09/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            03/06",-247.06,DEBIT_CARD,12291.54,,
DEBIT,03/06/2026,"UBR* PENDING.UBER.CO SAN FRANCISCO CA        03/06",-65.97,DEBIT_CARD,12538.60,,
DEBIT,03/06/2026,"Online Transfer to  SAV ...8999 transaction#: 28321652267",-200.00,ACCT_XFER,12604.57,,
DEBIT,03/06/2026,"Online Transfer to  SAV ...5329 transaction#: 28321672149",-200.00,ACCT_XFER,12804.57,,
DEBIT,03/06/2026,"Online Transfer to  SAV ...5337 transaction#: 28321656358",-200.00,ACCT_XFER,13004.57,,
DEBIT,03/05/2026,"UBER * EATS PENDING SAN FRANCISCO CA         03/05",-69.07,DEBIT_CARD,13204.57,,
DEBIT,03/05/2026,"Online Transfer to SAV ...9301 transaction#: 28317350243 03/05",-4000.00,ACCT_XFER,13273.64,,
DEBIT,03/05/2026,"JFI*PREMIER MARTIAL AR justifi.ai PA         03/05",-194.00,DEBIT_CARD,17273.64,,
DEBIT,03/05/2026,"Online Transfer to  CHK ...0459 transaction#: 27957099869 03/05",-500.00,ACCT_XFER,17467.64,,
DEBIT,03/05/2026,"Online Transfer to  CHK ...4072 transaction#: 27957167368 03/05",-500.00,ACCT_XFER,17967.64,,
DEBIT,03/05/2026,"APPLE.COM/BILL 866-712-7753 CA               03/05",-37.41,DEBIT_CARD,18467.64,,
DEBIT,03/05/2026,"PEACE OF MIND PSYCHIAT 412-3197866 PA        03/04",-20.00,DEBIT_CARD,18505.05,,
DEBIT,03/04/2026,"Online Payment 27943887618 To Northwest 03/04",-200.00,BILLPAY,18525.05,,
DEBIT,03/04/2026,"SQ *GRANDPA JOE'S CANDY Canonsburg PA        03/03",-185.40,DEBIT_CARD,18725.05,,
DEBIT,03/04/2026,"SHANTI BLISS WELLNES WWW.SHANTIBLI PA        03/03",-20.00,DEBIT_CARD,18910.45,,
DEBIT,03/04/2026,"THE BOROUGH OF CANONSBU CANONSBURG PA        03/03",-1.00,DEBIT_CARD,18930.45,,
DEBIT,03/04/2026,"CANON HILL VETERINARY 724-7460128 PA         03/03",-182.00,DEBIT_CARD,18931.45,,
DEBIT,03/04/2026,"Amazon.com*BP09Y23H2 Amzn.com/bill WA        03/03",-31.72,DEBIT_CARD,19113.45,,
DEBIT,03/04/2026,"Amazon.com*B92XW3U50 Amzn.com/bill WA        03/03",-31.93,DEBIT_CARD,19145.17,,
DEBIT,03/03/2026,"NEWBURY NEIGHBOR Assn Dues  64368541        WEB ID: HOAPAYMENT",-128.00,ACH_DEBIT,19177.10,,
DEBIT,03/03/2026,"FirstEnergy      OPCO-ACH                   PPD ID: 1341968288",-603.89,ACH_DEBIT,19305.10,,
DEBIT,03/03/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            03/02",-323.60,DEBIT_CARD,19908.99,,
DEBIT,03/03/2026,"SQ *PEACE WITHIN THE MI gosq.com PA          03/02",-140.00,DEBIT_CARD,20232.59,,
DEBIT,03/03/2026,"BJS.COM EXP 800-257-2582 MA                  03/02",-17.64,DEBIT_CARD,20372.59,,
DEBIT,03/03/2026,"IPHONE CITIZ*PMT 17 OF 888-2016306 CT        03/02",-62.41,DEBIT_CARD,20390.23,,
DEBIT,03/02/2026,"DOMESTIC INCOMING WIRE FEE",-15.00,FEE_TRANSACTION,20452.64,,
DEBIT,03/02/2026,"Online Transfer to CHK ...0459 transaction#: 28283259524 03/02",-432.00,ACCT_XFER,20467.64,,
DEBIT,03/02/2026,"Online Transfer to CHK ...1108 transaction#: 28281040119 03/02",-40.00,ACCT_XFER,20899.64,,
DEBIT,03/02/2026,"Online Payment 27917803916 To Northwest 03/02",-200.00,BILLPAY,20939.64,,
DEBIT,03/02/2026,"VERIZON*RECURRING PAY 800-VERIZON FL         03/02",-89.99,DEBIT_CARD,21139.64,,
DEBIT,03/02/2026,"PAYPAL           INST XFER  SPOTIFY*P3FEABD WEB ID: PAYPALSI77",-23.53,ACH_DEBIT,21229.63,,
DEBIT,03/02/2026,"APPLECARD GSBANK PAYMENT    466580          WEB ID: 9999999999",-99.00,ACH_DEBIT,21253.16,,
DEBIT,03/02/2026,"APPLE.COM/BILL 866-712-7753 CA               03/02",-23.52,DEBIT_CARD,21352.16,,
DEBIT,03/02/2026,"FIREBIRDS OF S FAYETTE BRIDGEVILLE PA        03/01",-96.51,DEBIT_CARD,21375.68,,
DEBIT,03/02/2026,"APPLE.COM/BILL 866-712-7753 CA               02/28",-39.73,DEBIT_CARD,21472.19,,
DEBIT,03/02/2026,"APPLE.COM/BILL 866-712-7753 CA               02/28",-8.55,DEBIT_CARD,21511.92,,
DEBIT,03/02/2026,"APPLE.COM/BILL 866-712-7753 CA               02/28",-29.99,DEBIT_CARD,21520.47,,
DEBIT,03/02/2026,"CHEWY.COM 786-320-7111 FL                    02/28",-59.96,DEBIT_CARD,21550.46,,
DEBIT,03/02/2026,"AMAZON MKTPL*BE9PS1Q Amzn.com/bill WA        02/28",-22.25,DEBIT_CARD,21610.42,,
DEBIT,03/02/2026,"AMAZON MKTPL*B90EW8T Amzn.com/bill WA        02/28",-53.24,DEBIT_CARD,21632.67,,
DEBIT,03/02/2026,"MARKET DISTRICT #0014 BETHEL PARK PA         02/27",-405.61,DEBIT_CARD,21685.91,,
CREDIT,03/02/2026,"FEDWIRE CREDIT VIA: WELLS FARGO BANK, N.A./121000248 B/O: 1/GOOG: ALPHABET INC CLASS C OMNIBU3/US/SAN FRANCISCO,94105,CA REF: CHASE NYC/CTR/BNF=ANN BURSEY OR ADAM DREW BURSEY BRIDGEVILLE PA 15017- 2079 US/AC-000009760616 RFB=NOTPROV IDED OBI=/ULTD/ADAM BURSEY/US/BRIDG EVILLE BBI=/CHGS/USD0,00/CHGS/USD0, 0 IMAD: 0302I1B7032R014155 TRN: 0834211061FF",16095.79,WIRE_INCOMING,22091.52,,
DEBIT,02/27/2026,"MICHAELS STORES 9944 4 BETHEL PARK PA        02/27",-54.00,DEBIT_CARD,5995.73,,
DEBIT,02/27/2026,"SOERGEL GREENHOUSES WEXFORD PA               02/27",-47.21,DEBIT_CARD,6049.73,,
DEBIT,02/27/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/26",-36.00,DEBIT_CARD,6096.94,,
DEBIT,02/27/2026,"GOOGLE *Google One 855-836-3987 CA           02/27",-26.74,DEBIT_CARD,6132.94,,
CREDIT,02/27/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",3808.90,ACH_CREDIT,6159.68,,
DEBIT,02/26/2026,"SOUTH FAYETTE MA PAYMENTS   0001006617.2    WEB ID: 1251250775",-322.88,ACH_DEBIT,2350.78,,
DEBIT,02/26/2026,"APPLE.COM/BILL 866-712-7753 CA               02/26",-42.77,DEBIT_CARD,2673.66,,
DEBIT,02/26/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/25",-36.00,DEBIT_CARD,2716.43,,
DEBIT,02/25/2026,"ATM WITHDRAWAL                       009161  02/251163 WASH",-1095.00,ATM,2752.43,,
DEBIT,02/25/2026,"PENNSYLVANIA-AME PAYMENT                    PPD ID: 7251008096",-180.18,ACH_DEBIT,3847.43,,
DEBIT,02/25/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/24",-36.00,DEBIT_CARD,4027.61,,
DEBIT,02/25/2026,"APPLE.COM/BILL 866-712-7753 CA               02/24",-16.02,DEBIT_CARD,4063.61,,
DEBIT,02/25/2026,"SHANTI BLISS WELLNES WWW.SHANTIBLI PA        02/24",-20.00,DEBIT_CARD,4079.63,,
DEBIT,02/25/2026,"APPLE.COM/BILL 866-712-7753 CA               02/24",-26.72,DEBIT_CARD,4099.63,,
CREDIT,02/24/2026,"INTEREST PAYMENT",0.07,MISC_CREDIT,4126.35,,
DEBIT,02/24/2026,"KEYCHRON         IAT PAYPAL 1048511983426   WEB ID: 770510487C",-40.20,ACH_DEBIT,4126.28,,
DEBIT,02/24/2026,"PEOPLES NATURAL  GAS BILL                   PPD ID: 9849096001",-378.08,ACH_DEBIT,4166.48,,
DEBIT,02/24/2026,"EARNEST NRI MO   AUTOPAY                    PPD ID: H431261525",-753.49,ACH_DEBIT,4544.56,,
DEBIT,02/24/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/23",-31.09,DEBIT_CARD,5298.05,,
DEBIT,02/24/2026,"UBER   *EATS HELP.UBER.COM CA                02/23",-143.13,DEBIT_CARD,5329.14,,
DEBIT,02/23/2026,"PAYPAL           INST XFER  ADOBE INC ADOBE WEB ID: PAYPALSI77",-42.39,ACH_DEBIT,5472.27,,
DEBIT,02/23/2026,"PAYPAL           INST XFER  ABCOUNSELINGNOW WEB ID: PAYPALSI77",-125.00,ACH_DEBIT,5514.66,,
DEBIT,02/23/2026,"CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224",-2656.73,ACH_DEBIT,5639.66,,
DEBIT,02/23/2026,"LJS70014 LAKE STATION IN                     02/22",-19.23,DEBIT_CARD,8296.39,,
DEBIT,02/23/2026,"CVS/PHARMACY #03 03999 CARNEGIE PA   233861  02/22",-74.95,DEBIT_CARD,8315.62,,
DEBIT,02/23/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            02/22",-174.56,DEBIT_CARD,8390.57,,
DEBIT,02/23/2026,"DUNKIN #356242 412-321-0313 PA               02/22",-67.30,DEBIT_CARD,8565.13,,
DEBIT,02/23/2026,"WWW.CVS.COM 888-607-4287 RI                  02/22",-20.50,DEBIT_CARD,8632.43,,
DEBIT,02/23/2026,"McDonalds 6822 BRIDGEVILLE PA                02/22",-54.00,DEBIT_CARD,8652.93,,
DEBIT,02/23/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/21",-36.00,DEBIT_CARD,8706.93,,
DEBIT,02/23/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/21",-100.00,DEBIT_CARD,8742.93,,
DEBIT,02/23/2026,"ATT              PAYMENT                    PPD ID: 9864031004",-350.18,MISC_DEBIT,8842.93,,
DEBIT,02/23/2026,"RAISING CANES 0933 MO 972-769-3100 PA        02/21",-85.26,DEBIT_CARD,9193.11,,
DEBIT,02/23/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/20",-36.00,DEBIT_CARD,9278.37,,
DEBIT,02/20/2026,"CVS/PHARMACY #03999 CARNEGIE PA              02/20",-51.99,DEBIT_CARD,9314.37,,
DEBIT,02/20/2026,"BOBBY RAHAL BMW CANONSBURG PA        152560  02/20",-106.75,DEBIT_CARD,9366.36,,
DEBIT,02/20/2026,"ADVS ED SERV PPD STUDNTLOAN                 PPD ID: 9102001101",-660.76,ACH_DEBIT,9473.11,,
